original,detected_language,confidence,translated_text
acció socioeducativa per a la inclusió social,ca,100,socio-educational action for social inclusion
contextos d'intervenció 3,ca,100,contexts of intervention 3
pràcticum,ca,100,practicum
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
contextos d'intervenció 1,ca,100,contexts of intervention 1
atenció a la diversitat,ca,100,attention to diversity
política i gestió educativa,ca,100,educational policy and management
cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
"programes, institucions, serveis i recursos per l'acció socioeducativa",ca,100,"programs, institutions, services and resources for socio-educational action"
pràctiques externes 2,ca,100,external practices 2
didàctica de la música i la dansa a primària,ca,100,Didactics of music and dance in primary
pedagogia i didàctica de la religió a l'escola,ca,100,pedagogy and teaching of religion in school
formació vocal i auditiva,ca,100,vocal and auditory training
competència comunicativa i intercultural en llengua estrangera,ca,100,communicative and intercultural competence in the foreign language
intervenció educativa a l'alumnat amb discapacitat sensorial i motòrica,ca,100,educational intervention to students with sensory and motoric disabilities
"societat, família i educació",ca,100,"society, family and education"
el joc i la seva aplicació en el context escolar,ca,100,the game and its application in the school context
coneixement i ús de la llengua estrangera 1,ca,100,knowledge and use of the foreign language 1
estudis en el marc dels convenis de mobilitat,ca,100,studies in the framework of mobility conventions
"pràctica instrumental, creativitat i improvisació",ca,100,"instrumental practice, creativity and improvisation"
gestió de recursos i organització en educació física,ca,100,resource management and organization in physical education
processos i contextos educatius,ca,100,processes and educational contexts
pràctiques externes 1,ca,100,external practices 1
didàctica de la llengua estrangera,ca,100,didactical of the foreign language
ensenyament i aprenentatge de les llengües 3,ca,100,teaching and learning of languages 3
ensenyament i aprenentatge de les matemàtiques 1,ca,100,teaching and learning mathematics 1
aprenentatge i desenvolupament de la personalitat,ca,100,learning and development of personality
ensenyament i aprenentatge de les llengües 2,ca,100,teaching and learning of languages 2
ensenyament i aprenentatge de les matemàtiques 2,ca,100,teaching and learning mathematics 2
ensenyament i aprenentatge de les ciències socials 2,ca,100,teaching and learning social sciences 2
"religió, cultura i valors",ca,100,"religion, culture and values"
habilitats comunicatives,ca,100,comunicatives skills
ensenyament i aprenentatge de les matemàtiques 3,ca,100,teaching and learning mathematics 3
"ensenyament i aprenentatge de l'educació musical, visual i plàstica 1",ca,100,"teaching and learning music, visual and plastic education 1"
ensenyament i aprenentatge de l'educació física 1,ca,100,teaching and learning physical education 1
"ensenyament i aprenentatge de l'educació musical, visual i plàstica 2",ca,100,"teaching and learning music, visual and plastic education 2"
hàbits saludables i estil de vida,ca,100,healthy habits and lifestyle
agrupacions musicals,ca,100,musical groups
ensenyament i aprenentatge de les llengües 1,ca,100,teaching and learning of languages 1
ensenyament i aprenentatge de les ciències experimentals 1,ca,100,teaching and learning experimental sciences 1
treball de fi de grau,ca,100,end-of-degree work
dificultats d'aprenentatge i trastorns del desenvolupament,ca,100,learning difficulties and developmental disorders
ensenyament i aprenentatge de les ciències experimentals 2,ca,100,teaching and learning experimental sciences 2
esport extraescolar,ca,100,extracurricular sport
activitat física i esportiva a l'edat escolar,ca,100,physical and sports activity at school age
dansa: la música en moviment,ca,100,dance: moving music
llenguatge musical,ca,100,musical language
ensenyament i aprenentatge de les ciències socials 1,ca,100,teaching and learning of social sciences 1
intervenció educativa segons les capacitats intel·lectuals de l'alumnat d'educació primària,ca,100,educational intervention according to the intellectual capabilities of primary education students
salut i activitat física,ca,100,Health and physical activity
recursos per atendre la diversitat a primària,ca,100,resources to attend to diversity in primary
coneixement i ús de la llengua estrangera 2,ca,100,knowledge and use of the foreign language 2
ensenyament i aprenentatge de l'educació física 2,ca,100,teaching and learning physical education 2
audició: les històries de la música,ca,100,audition: the stories of music
"atenció a la diversitat social, lingüística i cultural de l'escola",ca,100,"attention to the social, linguistic and cultural diversity of the school"
"intervenció psicoeducativa en les dificultats de comunicació, lectura i escriptura",ca,100,"psychoeducational intervention in the difficulties of communication, reading and writing"
estadística en ciències del comportament 1,ca,100,Statistics in Behavioral Sciences 1
estadística en ciències del comportament 2,ca,100,Statistics in Behavioral Sciences 2
psicologia social aplicada,ca,100,applied social psychology
tècniques d'intervenció psicosocial,ca,100,psychosocial intervention techniques
psicologia dels recursos humans,ca,100,human resource psychology
psicobiologia de l'estrès,ca,100,stress psychobiology
psicologia experimental,ca,100,experimental psychology
dificultats d'aprenentatge,ca,100,learning difficulties
tècniques cognitivo-conductuals,ca,100,cognitive-conductual techniques
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
desenvolupament socioafectiu,ca,100,socio-affective development
psicopatologia 1,ca,100,psicopathology 1
psicologia de la negociació,ca,100,psicology of negotiation
història de la psicologia,ca,100,the history of psychology
psicologia de les organitzacions,ca,100,psicology of organizations
psicologia de la salut,ca,100,Health psychology
percepció i atenció,ca,100,perception and attention
treball de fi de grau,ca,100,end-of-degree work
psicometria,ca,100,psicometry
psicologia biològica 2,ca,100,biological psychology 2
pràctiques externes,ca,100,external practices
psicopatologia de l'adult,ca,100,adult psychopathology
intel·ligència i creativitat,ca,100,intelligence and creativity
psicologia de la memòria,ca,100,psicology of memory
desenvolupament psicomotriu,ca,100,psychomotive development
intervenció psicoeducativa en l'àmbit de les emocions,ca,100,psychoeducational intervention in the field of emotions
psicologia jurídica,ca,100,legal psychology
psicologia comercial i del consum,ca,100,commercial psychology and consumption
motivació i emoció,ca,100,motivation and emotion
psicologia de l'educació 2,ca,100,psicology of education 2
psicologia del treball,ca,100,work psychology
psicologia dels grups,ca,100,group psychology
psicologia de l'educació 1,ca,100,psicology of education 1
psicologia biològica 1,ca,100,biological psychology 1
fonaments de psicobiologia,ca,100,Psycobiology
llenguatge i comunicació,ca,100,language and communication
psicologia social de l'esport,ca,100,social psychology of sport
cultura del benestar: salut i qualitat de vida,ca,100,welfare culture: health and quality of life
psicologia social,ca,100,social psychology
personalitat i diferències individuals,ca,100,personality and individual differences
aprenentatge i condicionament,ca,100,learning and conditioning
neuropsicologia 1,ca,100,neuropsicologia 1
avaluació i diagnòstic psicològic 2,ca,100,psychological assessment and diagnosis 2
intervenció en psicologia clínica,ca,100,intervention in clinical psychology
intervenció psicomotriu,ca,100,psychomotor intervention
psicopatologia 2,ca,100,psicopathology 2
desenvolupament cognitiu,ca,100,cognitive development
avaluació i diagnòstic psicològic 1,ca,100,psychological assessment and diagnosis 1
pensament i resolució de problemes,ca,100,thinking and solving problems
avaluació psicopedagògica en educació,ca,100,psychopedagogical assessment in education
teràpia familiar,ca,100,familial therapy
