id,original,detected_language,confidence,translated_text
475,suport a les famílies amb nens i nenes amb necessitats especials,cat,0.998222947120667,support at the families with boys and girls with special necessities
476,infància i salut,cat,0.841940939426422,infancy and health
477,treball de fi de grau,cat,0.623390972614288,work of end of rank
478,"psicologia de l'adolescència, maduresa i tercera edat",cat,0.953005313873291,"psychology of the adolescence, maturity and third age"
479,mediació social i cultural,cat,0.94781357049942,social and cultural mediation
480,acció socioeducativa per a la inclusió social,cat,0.996695518493652,act *socioeducativa for the social inclusion
481,contextos d'intervenció 3,cat,0.956886768341064,contexts of intervention 3
482,pràcticum,cat,0.956624090671539,*pràcticum
483,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
484,contextos d'intervenció 1,cat,0.956697762012482,contexts of intervention 1
485,atenció a la diversitat,cat,0.980338871479034,attention at the diversity
486,política i gestió educativa,cat,0.974724054336548,politician and educational management
487,cultura del benestar: salut i qualitat de vida,cat,0.777933716773987,culture of the welfare: health and living quality
488,"programes, institucions, serveis i recursos per l'acció socioeducativa",cat,0.967526316642761,"programs, institutions, kicks and resources for the act *socioeducativa"
489,pràctiques externes 2,cat,0.837387979030609,external practices 2
490,didàctica de la música i la dansa a primària,cat,0.950768351554871,didactic of the musician and the dance at primary
491,pedagogia i didàctica de la religió a l'escola,cat,0.966462850570679,pedagogy and didactic of the religion at the school
492,formació vocal i auditiva,cat,0.978320360183716,vocal and auditory training
493,competència comunicativa i intercultural en llengua estrangera,cat,0.965750217437744,communicative and intercultural competence at foreign tongue
494,intervenció educativa a l'alumnat amb discapacitat sensorial i motòrica,cat,0.988710165023804,educational intervention at the students with sensory disability and *motòrica
495,"societat, família i educació",cat,0.990484774112701,"society, family and nurture"
496,el joc i la seva aplicació en el context escolar,cat,0.996001720428467,the game and his app at the school context
497,coneixement i ús de la llengua estrangera 1,cat,0.959746479988098,ken and use of the foreign tongue 1
498,estudis en el marc dels convenis de mobilitat,cat,0.959897756576538,surveys at the frame of the agreements of mobility
499,"pràctica instrumental, creativitat i improvisació",cat,0.980228662490845,"instrumental practice, creativity and improvisation"
500,gestió de recursos i organització en educació física,cat,0.998992145061493,management of resources and organisation at physical nurture
501,processos i contextos educatius,cat,0.826275169849396,processes and educational contexts
502,pràctiques externes 1,cat,0.831680059432983,external practices 1
503,didàctica de la llengua estrangera,cat,0.94073611497879,didactic of the foreign tongue
504,ensenyament i aprenentatge de les llengües 3,cat,0.9117391705513,education and learning of the tongues 3
505,ensenyament i aprenentatge de les matemàtiques 1,cat,0.952026069164276,education and learning of the mathematicians 1
506,aprenentatge i desenvolupament de la personalitat,cat,0.927666068077087,learning and development of the personality
507,ensenyament i aprenentatge de les llengües 2,cat,0.9139643907547,education and learning of the tongues 2
508,ensenyament i aprenentatge de les matemàtiques 2,cat,0.953299522399902,education and learning of the mathematicians 2
509,ensenyament i aprenentatge de les ciències socials 2,cat,0.957440614700317,education and learning of the social sciences 2
510,"religió, cultura i valors",cat,0.942077159881592,"religion, culture and values"
511,habilitats comunicatives,cat,0.729893088340759,communicative abilities
512,ensenyament i aprenentatge de les matemàtiques 3,cat,0.952135980129242,education and learning of the mathematicians 3
513,"ensenyament i aprenentatge de l'educació musical, visual i plàstica 1",cat,0.975713849067688,"education and learning of the musical nurture, visual and plastic 1"
514,ensenyament i aprenentatge de l'educació física 1,cat,0.981663405895233,education and learning of the physical nurture 1
515,"ensenyament i aprenentatge de l'educació musical, visual i plàstica 2",cat,0.976218700408936,"education and learning of the musical nurture, visual and plastic 2"
516,hàbits saludables i estil de vida,cat,0.910838961601257,healthy habits and lifestyle
517,agrupacions musicals,cat,0.793091297149658,musical groupings
518,ensenyament i aprenentatge de les llengües 1,cat,0.911563217639923,education and learning of the tongues 1
519,ensenyament i aprenentatge de les ciències experimentals 1,cat,0.951103985309601,education and learning of the experimental sciences 1
520,treball de fi de grau,cat,0.623390972614288,work of end of rank
521,dificultats d'aprenentatge i trastorns del desenvolupament,cat,0.932777881622314,difficulties of learning and *trastorns developmental
522,ensenyament i aprenentatge de les ciències experimentals 2,cat,0.952240169048309,education and learning of the experimental sciences 2
523,esport extraescolar,cat,0.745244264602661,extracurricular sport
524,activitat física i esportiva a l'edat escolar,cat,0.895066022872925,physical and sportive activity at the school age
525,dansa: la música en moviment,cat,0.85570216178894,dance: the musician at movement
526,llenguatge musical,cat,0.883761465549469,musical language
527,ensenyament i aprenentatge de les ciències socials 1,cat,0.956329345703125,education and learning of the social sciences 1
528,intervenció educativa segons les capacitats intel·lectuals de l'alumnat d'educació primària,cat,0.995422601699829,educational intervention according to the intellectual capacities of the students of primary nurture
529,salut i activitat física,cat,0.894422769546509,health and physical activity
530,recursos per atendre la diversitat a primària,cat,0.944868683815002,resources to attend the diversity at primary
531,coneixement i ús de la llengua estrangera 2,cat,0.960784316062927,ken and use of the foreign tongue 2
532,ensenyament i aprenentatge de l'educació física 2,cat,0.982153654098511,education and learning of the physical nurture 2
533,audició: les històries de la música,cat,0.978875577449799,audition: the histories of the musician
534,"atenció a la diversitat social, lingüística i cultural de l'escola",cat,0.943336725234985,"attention at the social diversity, linguistic and cultural of the school"
535,"intervenció psicoeducativa en les dificultats de comunicació, lectura i escriptura",cat,0.974662184715271,"intervention *psicoeducativa at the difficulties of communication, reading and scripture"
536,estadística en ciències del comportament 1,cat,0.984648406505585,statistics at sciences of the behaviour 1
537,estadística en ciències del comportament 2,cat,0.985014975070953,statistics at sciences of the behaviour 2
538,psicologia social aplicada,cat,0.885394871234894,social psychology applied
539,tècniques d'intervenció psicosocial,cat,0.942973971366882,technicians of psychosocial intervention
540,psicologia dels recursos humans,cat,0.96225506067276,psychology of the human resources
541,psicobiologia de l'estrès,cat,0.709146738052368,*psicobiologia of the stress
542,psicologia experimental,cat,0.755492687225342,experimental psychology
543,dificultats d'aprenentatge,cat,0.895494520664215,difficulties of learning
544,tècniques cognitivo-conductuals,cat,0.909646928310394,technicians *cognitivo-*conductuals
545,estudis en el marc de convenis de mobilitat,cat,0.895581722259522,surveys at the frame of agreements of mobility
546,desenvolupament socioafectiu,cat,0.925261378288269,development *socioafectiu
547,psicopatologia 1,cat,0.7146977186203,*psicopatologia 1
548,psicologia de la negociació,cat,0.967440128326416,psychology of the negotiation
549,història de la psicologia,cat,0.919120907783508,history of the psychology
550,psicologia de les organitzacions,cat,0.894886136054993,psychology of the organisations
551,psicologia de la salut,cat,0.748604595661163,psychology of the health
552,percepció i atenció,cat,0.991522431373596,perception and attention
553,treball de fi de grau,cat,0.623390972614288,work of end of rank
554,psicometria,cat,0.715568482875824,psychometrics
555,psicologia biològica 2,cat,0.973217010498047,biological psychology 2
556,pràctiques externes,cat,0.839868068695068,external practices
557,psicopatologia de l'adult,cat,0.663138091564179,*psicopatologia of the adult
558,intel·ligència i creativitat,cat,0.998648643493652,intelligence and creativity
559,psicologia de la memòria,cat,0.817797124385834,psychology of the memory
560,desenvolupament psicomotriu,cat,0.823750674724579,development *psicomotriu
561,intervenció psicoeducativa en l'àmbit de les emocions,cat,0.947804152965546,intervention *psicoeducativa at the field of the emotions
562,psicologia jurídica,cat,0.843223571777344,juridical psychology
563,psicologia comercial i del consum,cat,0.81509804725647,trading psychology and of the consumption
564,motivació i emoció,cat,0.991809904575348,motivation and emotion
565,psicologia de l'educació 2,cat,0.955007195472717,psychology of the nurture 2
566,psicologia del treball,cat,0.794878363609314,psychology of the work
567,psicologia dels grups,cat,0.964053332805634,psychology of the bands
568,psicologia de l'educació 1,cat,0.953392803668976,psychology of the nurture 1
